y
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
2.000
2.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
0.667
0.667
0.000
1.000
2.333
4.333
5.000
5.333
44.667
58.333
52.000
45.000
46.667
40.667
36.667
39.333
40.333
42.000
42.000
41.000
45.000
49.333
47.667
42.667
41.667
41.667
41.667
42.667
42.333
41.000
39.667
38.667
40.667
38.667
36.667
37.667
40.000
42.333
41.333
40.667
47.000
45.667
41.667
39.667
42.667
44.667
40.667
32.667
35.667
36.000
36.000
35.000
35.000
33.667
33.000
33.000
35.333
41.000
38.000
32.667
35.667
37.667
37.333
38.333
39.333
39.333
39.000
36.000
31.000
29.000
31.667
33.333
36.000
34.000
33.667
34.667
38.333
42.000
44.333
44.000
46.000
51.333
57.333
52.000
39.667
38.667
42.667
40.333
49.667
68.333
98.000
121.333
128.000
122.333
113.667
108.333
103.333
98.667
92.667
94.333
96.667
90.000
86.333
93.333
93.000
91.000
89.333
87.667
82.667
78.000
78.000
80.667
82.667
93.667
110.333
110.000
110.333
114.667
108.000
105.667
82.000
68.000
50.333
39.000
31.333
26.000
24.333
26.000
22.333
26.000
29.667
31.000
30.000
30.000
31.000
34.000
30.667
30.667
31.667
33.000
35.333
35.333
37.667
37.333
35.667
34.333
33.333
32.333
33.333
35.333
37.333
39.667
38.333
39.667
36.000
37.000
43.333
44.000
40.333
39.667
40.000
40.667
42.000
43.667
45.333
47.667
48.667
49.667
46.667
52.667
48.667
46.667
53.333
50.000
45.000
50.000
49.000
48.333
48.333
48.333
47.333
47.333
47.333
47.333
45.333
48.667
51.000
50.000
47.667
46.000
46.000
46.000
48.667
52.333
52.000
46.333
44.667
47.333
50.667
50.667
50.000
52.000
49.667
52.000
60.333
55.000
52.667
57.667
68.667
83.000
94.667
93.667
91.000
90.667
88.000
82.333
82.667
86.000
88.000
91.000
96.333
95.333
94.333
96.333
95.333
93.333
90.667
91.333
91.667
91.333
89.667
86.667
86.333
83.667
80.000
78.667
78.667
78.667
78.000
76.333
77.333
76.333
74.000
72.667
73.333
73.333
75.333
75.333
78.000
80.667
84.667
87.000
86.667
84.000
80.000
77.333
72.000
70.667
68.333
69.000
72.667
74.667
72.667
69.667
67.667
64.000
62.667
63.333
65.000
63.667
66.667
70.000
66.000
64.000
68.000
69.000
64.000
63.000
65.000
62.000
64.667
64.333
65.333
65.667
65.667
66.000
66.000
66.000
72.000
68.000
65.000
65.667
66.333
65.333
68.000
73.333
72.333
79.333
84.333
83.667
84.667
87.667
88.667
87.333
84.333
84.667
84.667
84.333
83.333
82.667
82.667
82.333
83.333
81.667
80.667
79.667
79.667
80.667
82.667
83.667
86.667
81.667
82.667
84.333
82.333
83.333
84.667
79.333
83.000
78.667
76.667
79.333
83.333
84.000
87.000
90.667
88.667
90.667
91.667
91.333
90.000
90.000
91.000
93.000
93.000
98.333
104.000
105.333
101.667
96.667
93.667
94.333
90.000
86.333
89.333
87.333
88.000
92.333
90.333
94.333
94.667
92.667
90.333
91.000
97.667
106.667
105.667
99.667
92.667
91.333
94.333
99.333
100.333
98.333
97.333
99.000
94.000
93.333
92.000
91.000
90.000
89.000
88.333
87.333
87.667
85.667
86.333
84.333
84.333
85.333
82.667
74.000
82.667
75.667
74.667
81.667
84.667
80.667
77.667
80.667
89.000
89.333
88.333
87.667
86.667
86.000
85.000
83.667
85.333
89.667
91.333
85.667
83.333
82.667
85.333
83.667
83.333
83.333
84.333
84.333
84.333
84.333
84.333
85.000
85.667
85.667
84.667
84.333
84.333
84.000
84.000
83.333
79.000
79.000
79.000
79.000
78.000
78.667
78.667
78.667
74.667
74.333
73.667
71.667
70.667
69.667
68.667
67.667
67.667
68.667
70.000
69.000
66.000
65.000
66.000
67.000
64.000
64.000
64.333
64.000
64.667
64.667
64.667
64.667
62.667
61.667
61.667
60.667
61.000
60.000
60.000
59.000
61.667
60.667
59.667
57.667
56.000
54.000
53.667
53.000
53.000
49.667
46.667
47.000
50.000
51.333
48.333
45.000
44.333
43.000
44.000
44.333
42.333
43.333
44.333
42.333
42.333
42.333
35.000
26.667
15.667
13.667
8.333
5.667
1.333
0.667
0.333
1.000
3.000
3.000
1.000
0.333
1.000
1.000
1.000
1.000
1.000
1.667
3.000
3.000
1.667
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
1.000
